CPU_Zscore,Memory_Zscore,Disk_Zscore,Network_Zscore,SSD_Health_Zscore,Memory_Pressure,CPU_Efficiency,System_Saturation,SSD_Wear,Label
0.8472420480403856,-0.22210715434824896,3.309760396527476,-0.12431773870464483,0,1077.2928,0.060122699386503074,1.3454199999999998,0.0,0
1.1705576873120531,-0.18138718338198806,3.4064442585117423,-0.07690271774943414,0,1147.2329000000002,0.06748466257668712,1.3915000000000002,0.0,0
1.4885260083406124,0.042534559837496336,3.0432723903540855,-0.12454292483148613,0,1053.767,0.07484662576687116,1.3846,0.0,0
1.1659660972961319,-0.2846619205068699,3.097739217943334,-0.1340645551702848,0,1080.8859999999997,0.0677914110429448,1.3669799999999999,0.0,0
0.6833186853077204,-0.24433424970403314,3.052366854372091,-0.1340645551702848,0,1068.3477,0.05723076923076924,1.33478,0.0,0
0.787776280172759,-0.05697554180241597,2.7524266052145863,-0.1340645551702848,0,1007.9072000000001,0.059509202453987727,1.3154,0.0,0
0.7695876741602089,-0.017126521483816597,2.8242666584770224,-0.1340645551702848,0,1047.5395999999998,0.059202453987730067,1.3309399999999998,0.0,0
1.4811727880462942,0.7964857345358795,2.2747090235242746,-0.1340645551702848,0,776.748,0.07500000000000001,1.33786,0.0,0
1.052697104379136,0.6128851955883807,1.914135097234236,-0.12457517662237946,0,794.824,0.06595092024539877,1.25688,0.0,0
0.9521918304130212,0.5023738848800212,2.493033600197992,-0.13409684617313458,0,643.3223,0.0638036809815951,1.3283,0.0,0
1.24190533759286,-0.38250932384413716,2.6020281703017516,-0.13409684617313458,0,790.3126,0.0705521472392638,1.34618,0.0,0
1.2869220298500932,-0.19482164353718132,1.0930128668768226,-0.13409684617313458,0,481.6524,0.07177914110429448,1.1518199999999998,0.0,0
0.8359901232038831,-0.19189545811884184,1.145855673646054,-0.13409684617313458,0,476.34239999999994,0.061656441717791416,1.127,0.0,0
0.8844815361416175,-0.004081323297003464,0.9348247154918377,-0.13409684617313458,0,481.8454,0.06288343558282208,1.1080999999999999,0.0,0
1.0796298878408184,-0.1866638485245486,1.0356580322937639,-0.13409684617313458,0,498.9984,0.06748466257668712,1.1326999999999998,0.0,0
1.2861959330300767,-0.18383583671441517,0.9840653592156603,-0.13409684617313458,0,472.59,0.07261538461538462,1.1425,0.0,0
1.4897207770342367,0.04128264564321511,0.8432146055877204,-0.1340645551702848,0,435.96840000000003,0.07730061349693251,1.1459800000000002,0.0,0
1.2266259476129378,0.11788125808111999,1.1645731872642304,-0.13403226457113507,0,561.2007999999998,0.07147239263803681,1.1739,0.0,0
1.1122043543850881,0.19394230428647433,0.9335197489593917,-0.13403226457113507,0,488.59899999999993,0.06901840490797546,1.1370799999999999,0.0,0
1.1842387304198738,0.3440998894572368,0.8624177380681275,-0.13403226457113507,0,469.7332,0.07085889570552148,1.1380599999999998,0.0,0
1.1101289261009075,0.08528257177228708,1.055789701223761,-0.13403226457113507,0,491.49100000000004,0.06932515337423313,1.15348,0.0,0
1.4061002906582905,0.16201139418287042,0.6355290675541626,-0.13403226457113507,0,383.23650000000004,0.0763803680981595,1.12134,0.0,0
1.4088252356503712,0.1266443009384494,0.5936356922793637,-0.13403226457113507,0,362.0096,0.07668711656441718,1.1160999999999999,0.0,0
1.424634126364549,0.16629001390365986,0.5159735277310954,-0.13403226457113507,0,338.9976,0.07730061349693251,1.1089,0.0,0
1.2311293079825796,0.24304276391097038,0.29522211352406735,-0.13403226457113507,0,275.73650000000004,0.07300613496932516,1.06694,0.0,0
1.3139459062970544,0.3569802407863904,0.41722666011489945,-0.13403226457113507,0,315.0808,0.07515337423312883,1.0941,0.0,0
1.3045623924744059,0.4329854248287208,0.4362888989263178,-0.13403226457113507,0,311.9716,0.07515337423312883,1.09914,0.0,0
0.983118182252981,0.4724565127777211,0.31022458479906545,-0.13403226457113507,0,307.6175,0.068,1.0592,0.0,0
1.1589921581859066,0.5860640518204889,0.44235940166617616,-0.13403226457113507,0,325.41600000000005,0.07253086419753087,1.09476,0.0,0
1.1512240501635704,0.40009443584697174,0.3606882939922037,-0.13403226457113507,0,290.2122,0.07253086419753087,1.07894,0.0,0
