cpu_percent,cpu_frequency_mhz,memory_percent,memory_available_mb,disk_percent,disk_read_mbps,disk_write_mbps,network_upload_mbps,network_download_mbps,process_count,label
67.0,1200.0,89.9,1600.54,3.9,23.57,157.06,0.0,0.0,312,1
66.7,1200.0,90.6,1488.3,3.8,8.51,136.59,0.0,0.0,314,1
66.8,1200.0,90.0,1576.93,3.9,0.03,124.45,0.0,0.0,314,1
66.8,1200.0,89.7,1628.27,3.9,0.06,164.24,0.0,0.0,314,1
66.9,1200.0,89.8,1610.68,3.9,0.05,108.79,0.0,0.0,313,1
66.8,1200.0,89.8,1617.56,3.9,0.02,106.42,0.0,0.01,313,1
66.8,1200.0,89.8,1618.91,3.9,0.03,110.32,0.0,0.0,313,1
66.8,1200.0,89.8,1618.67,3.9,0.01,113.09,0.0,0.0,313,1
66.8,1200.0,89.7,1629.99,3.9,0.01,108.27,0.0,0.0,312,1
66.8,1200.0,89.7,1627.78,3.9,0.01,104.97,0.0,0.0,312,1
66.8,1200.0,89.4,1677.82,3.8,0.03,109.28,0.0,0.0,312,1
66.8,1200.0,89.6,1647.91,3.9,0.15,103.83,0.0,0.0,312,1
66.8,1200.0,89.6,1651.19,3.9,0.1,114.59,0.0,0.0,312,1
66.7,1200.0,89.3,1684.36,3.9,0.12,147.02,0.0,0.0,312,1
66.7,1200.0,89.7,1633.68,3.9,0.11,155.21,0.0,0.0,312,1
66.8,1200.0,89.7,1630.61,3.9,0.2,161.08,0.0,0.0,314,1
66.8,1200.0,89.8,1619.03,3.9,0.98,162.15,0.0,0.0,314,1
66.7,1200.0,89.6,1638.64,3.8,0.04,166.69,0.0,0.0,314,1
66.7,1200.0,89.6,1649.0,3.9,0.01,153.45,0.0,0.0,314,1
66.8,1200.0,89.5,1655.53,3.8,0.01,163.03,0.0,0.0,314,1
66.7,1200.0,89.5,1654.85,3.9,0.0,165.57,0.0,0.0,314,1
66.8,1200.0,89.3,1694.83,3.8,0.03,167.04,0.0,0.0,314,1
66.8,1200.0,89.2,1710.24,3.8,0.0,167.27,0.0,0.0,314,1
66.8,1200.0,89.4,1670.8,3.8,0.01,165.52,0.0,0.0,314,1
66.8,1200.0,89.5,1656.69,3.9,0.08,156.66,0.0,0.01,313,1
66.7,1200.0,89.4,1670.91,3.9,0.0,165.93,0.0,0.0,313,1
66.8,1200.0,89.5,1656.2,3.9,0.03,150.09,0.0,0.0,313,1
66.7,1200.0,89.5,1652.67,3.9,0.16,158.27,0.0,0.0,313,1
66.8,1200.0,89.5,1658.8,3.8,0.21,152.78,0.0,0.0,313,1
66.8,1200.0,90.5,1499.99,3.9,0.25,143.92,0.0,0.0,313,1
66.7,1200.0,90.7,1464.2,3.9,0.04,145.75,0.0,0.0,313,1
66.7,1200.0,90.7,1468.77,3.8,0.0,153.1,0.0,0.0,313,1
66.8,1200.0,90.7,1477.47,3.8,0.0,165.96,0.0,0.0,313,1
66.7,1200.0,90.5,1498.62,3.8,0.02,154.57,0.0,0.0,313,1
24.1,2400.0,76.8,3711.13,93.4,2.07,3.16,0.01,0.05,317,0
29.7,2400.0,77.1,3664.19,93.4,7.73,3.51,0.0,0.0,317,0
38.3,2400.0,77.2,3653.22,93.4,0.37,5.7,0.0,0.0,317,0
33.5,2400.0,77.3,3630.12,93.4,0.19,4.8,0.0,0.0,317,0
32.6,2400.0,77.3,3625.88,93.4,0.23,4.89,0.0,0.0,317,0
32.2,2400.0,77.2,3649.22,93.4,0.19,3.14,0.0,0.0,317,0
31.2,2400.0,77.2,3650.88,93.4,0.48,4.58,0.0,0.0,317,0
34.3,2400.0,77.3,3633.94,93.4,0.44,5.08,0.0,0.0,317,0
32.6,1520.0,77.3,3634.14,93.4,0.04,2.6,0.0,0.0,317,0
30.0,2400.0,77.3,3628.78,93.4,0.03,2.7,0.0,0.0,317,0
30.2,2400.0,77.3,3633.3,93.4,0.05,4.26,0.0,0.0,317,0
31.7,2400.0,77.3,3638.02,93.4,0.05,3.12,0.0,0.0,317,0
34.3,2400.0,77.3,3638.38,93.4,0.02,3.3,0.0,0.0,317,0
28.1,2400.0,77.3,3635.72,93.4,0.11,3.5,0.0,0.0,317,0
24.3,2400.0,77.0,3678.89,93.4,1.82,3.8,0.0,0.0,317,0
19.6,2400.0,77.3,3630.16,93.4,0.05,1.82,0.01,0.0,317,0
19.3,1520.0,77.4,3612.82,93.4,0.03,1.8,0.0,0.01,317,0
14.0,2400.0,77.3,3626.69,93.4,0.02,2.52,0.0,0.0,316,0
24.5,2400.0,77.4,3623.54,93.4,0.36,6.06,0.0,0.01,317,0
14.1,1520.0,77.3,3638.98,93.4,0.03,2.48,0.0,0.01,317,0
14.3,1520.0,77.3,3639.79,93.4,0.09,3.55,0.0,0.01,317,0
20.8,1520.0,77.1,3656.8,93.4,0.05,1.63,0.0,0.0,317,0
18.3,2400.0,77.1,3663.77,93.4,0.04,3.49,0.0,0.0,317,0
18.3,2400.0,77.0,3678.88,93.4,0.05,2.29,0.01,0.01,317,0
22.5,2400.0,78.3,3477.2,93.4,0.4,2.17,0.0,0.01,317,0
28.8,2400.0,78.7,3405.95,93.4,0.75,7.02,0.0,0.0,317,0
32.3,2400.0,78.8,3396.27,93.4,0.05,3.24,0.0,0.0,317,0
34.2,2400.0,78.7,3415.37,93.4,0.35,5.11,0.0,0.01,317,0
32.7,2400.0,78.5,3433.66,93.4,0.05,3.79,0.0,0.01,317,0
35.2,1520.0,78.2,3484.47,93.4,0.03,3.17,0.0,0.0,317,0
28.4,2400.0,78.2,3496.59,93.4,0.06,3.52,0.0,0.0,317,0
35.1,2400.0,78.7,3411.79,93.4,0.07,3.83,0.0,0.0,317,0
34.8,2400.0,78.5,3446.62,93.4,0.61,19.9,0.0,0.01,318,0
32.5,2400.0,78.2,3486.79,93.4,0.51,16.78,0.0,0.0,318,0
27.7,1520.0,78.3,3479.16,93.4,0.02,3.05,0.0,0.0,318,0
20.9,2400.0,78.3,3477.84,93.4,0.1,4.87,0.01,0.0,318,0
18.7,2400.0,78.4,3460.15,93.4,0.69,4.41,0.0,0.0,318,0
18.4,2400.0,78.0,3515.37,93.5,0.52,4.54,0.0,0.0,318,0
8.7,2400.0,78.1,3510.96,93.5,0.01,1.9,0.0,0.0,318,0
6.0,2400.0,77.9,3542.21,93.5,0.0,1.1,0.0,0.01,317,0
8.6,1520.0,77.8,3557.25,93.5,0.02,3.01,0.0,0.0,318,0
21.3,2400.0,77.7,3562.6,93.5,0.24,34.54,0.0,0.0,318,0
7.8,2400.0,77.6,3589.19,93.5,0.01,1.85,0.0,0.0,317,0
6.0,2400.0,77.5,3598.1,93.5,0.03,1.88,0.0,0.0,316,0
5.7,1520.0,77.5,3598.5,93.5,0.01,1.9,0.0,0.0,316,0
5.8,2400.0,77.5,3601.52,93.5,0.0,1.8,0.0,0.0,316,0
10.0,2400.0,77.6,3579.04,93.5,0.37,14.93,0.0,0.01,316,0
14.9,2400.0,77.4,3612.01,93.5,0.04,1.2,0.0,0.0,316,0
6.9,2400.0,77.6,3588.59,93.5,0.01,2.0,0.0,0.0,316,0
6.1,2400.0,77.5,3600.25,93.5,0.01,1.97,0.0,0.0,315,0
6.6,2400.0,77.6,3584.25,93.5,0.0,1.3,0.0,0.01,315,0
19.1,2400.0,78.3,3477.79,93.5,0.01,2.88,0.0,0.0,317,0
11.8,2400.0,78.4,3459.54,93.5,0.03,2.12,0.0,0.01,317,0
15.0,2400.0,78.2,3486.73,93.5,0.02,1.9,0.0,0.01,316,0
6.1,2400.0,78.2,3487.85,93.5,0.01,1.28,0.0,0.0,316,0
6.4,2400.0,78.2,3494.78,93.5,0.01,1.82,0.0,0.01,316,0
11.6,1520.0,77.6,3586.67,93.5,0.01,1.79,0.0,0.01,316,0
5.7,2400.0,77.7,3566.32,93.5,0.01,1.56,0.0,0.0,316,0
5.3,2400.0,77.7,3568.6,93.5,0.0,1.82,0.0,0.0,316,0
5.2,2400.0,77.7,3569.25,93.5,0.01,1.52,0.0,0.0,316,0
6.4,1520.0,77.7,3574.83,93.5,0.02,2.37,0.0,0.0,316,0
13.3,2400.0,77.6,3578.27,93.5,0.0,2.99,0.0,0.0,315,0
7.2,2400.0,77.6,3592.25,93.5,0.0,1.95,0.0,0.0,314,0
6.7,2400.0,77.2,3655.13,93.5,0.0,4.83,0.0,0.0,314,0
5.3,2400.0,77.1,3671.98,93.5,0.0,1.48,0.0,0.0,314,0
6.4,2400.0,77.1,3670.37,93.5,0.0,1.94,0.0,0.0,314,0
6.3,2400.0,77.1,3666.63,93.5,0.0,1.6,0.0,0.0,314,0
6.3,1520.0,77.0,3677.75,93.5,0.01,2.26,0.0,0.0,314,0
7.3,1520.0,77.0,3672.73,93.5,0.0,1.42,0.0,0.0,314,0
6.0,2400.0,77.1,3671.54,93.5,0.01,1.97,0.0,0.0,314,0
6.5,2400.0,77.0,3679.99,93.5,0.01,1.52,0.0,0.02,314,0
10.8,1520.0,77.0,3678.17,93.5,0.0,2.25,0.0,0.01,314,0
9.3,2400.0,77.2,3641.11,93.5,0.54,10.69,0.01,0.03,314,0
11.1,2400.0,77.1,3659.28,93.5,0.0,1.97,0.0,0.0,314,0
5.9,2400.0,77.2,3648.91,93.5,0.05,1.68,0.0,0.0,314,0
6.3,2400.0,77.1,3657.88,93.5,0.0,2.02,0.0,0.0,314,0
5.7,2400.0,77.1,3665.51,93.5,0.0,1.51,0.0,0.03,314,0
5.6,2400.0,77.0,3676.64,93.5,0.01,1.45,0.0,0.0,314,0
5.6,2400.0,77.0,3674.3,93.5,0.0,1.89,0.0,0.0,314,0
5.2,1520.0,77.0,3676.84,93.5,0.0,1.11,0.0,0.0,314,0
5.8,2400.0,77.0,3681.86,93.5,0.02,2.19,0.01,0.02,314,0
8.5,2400.0,77.0,3684.29,93.5,0.01,1.47,0.0,0.0,314,0
12.2,2400.0,76.7,3729.5,93.5,0.01,2.99,0.0,0.0,314,0
10.0,2400.0,76.7,3721.49,93.5,0.01,2.44,0.0,0.0,314,0
6.9,2400.0,76.7,3734.04,93.5,0.0,1.44,0.0,0.01,314,0
8.6,2400.0,76.8,3714.77,93.5,0.0,1.6,0.0,0.01,314,0
5.7,2400.0,76.7,3731.15,93.5,0.0,1.7,0.0,0.02,314,0
8.7,2400.0,77.0,3676.72,93.5,0.01,1.72,0.0,0.02,314,0
6.8,2400.0,77.1,3664.04,93.5,0.0,1.41,0.0,0.01,314,0
9.4,1520.0,77.2,3652.47,93.5,0.0,1.64,0.0,0.01,314,0
9.4,2400.0,77.2,3655.07,93.5,0.0,2.18,0.0,0.01,314,0
9.9,1520.0,77.3,3631.45,93.5,0.01,1.33,0.0,0.01,314,0
17.1,2400.0,77.5,3594.38,93.5,0.16,2.59,0.02,0.05,315,0
11.0,1520.0,77.4,3621.71,93.5,0.18,2.08,0.01,0.03,315,0
9.8,2400.0,77.4,3611.27,93.5,0.12,1.48,0.0,0.01,315,0
9.3,1520.0,77.7,3575.94,93.5,0.63,2.17,0.0,0.01,315,0
12.0,1520.0,77.7,3576.03,93.5,0.01,1.04,0.01,0.02,315,0
8.9,2400.0,77.7,3573.6,93.5,0.24,2.07,0.0,0.02,315,0
9.0,2400.0,77.6,3577.14,93.5,0.01,1.28,0.0,0.01,315,0
8.6,1520.0,77.6,3583.1,93.5,0.4,1.7,0.0,0.01,315,0
7.9,2400.0,77.6,3586.94,93.5,0.03,1.64,0.0,0.01,315,0
6.9,2400.0,77.6,3583.2,93.5,0.07,1.96,0.0,0.01,315,0
17.3,2400.0,77.6,3578.08,93.5,0.11,2.52,0.0,0.01,315,0
9.5,2400.0,77.7,3567.43,93.5,0.1,2.11,0.0,0.01,315,0
8.1,2400.0,77.7,3576.58,93.5,0.02,1.71,0.01,0.02,315,0
8.0,1520.0,77.7,3571.57,93.5,0.0,2.1,0.0,0.01,315,0
9.2,1520.0,77.5,3599.49,93.5,0.0,1.19,0.0,0.0,314,0
5.7,1520.0,77.5,3601.62,93.5,0.01,1.66,0.0,0.0,314,0
5.9,2400.0,77.5,3602.06,93.5,0.01,1.92,0.0,0.0,314,0
10.7,2400.0,77.4,3610.25,93.5,0.01,1.66,0.0,0.0,314,0
6.1,2400.0,77.4,3610.36,93.5,0.1,2.32,0.0,0.0,314,0
7.1,2400.0,77.5,3599.28,93.5,0.01,1.73,0.0,0.0,314,0
14.8,1520.0,77.6,3584.86,93.5,0.04,1.11,0.0,0.01,313,0
9.8,1520.0,77.6,3581.01,93.5,0.0,2.01,0.0,0.01,313,0
10.6,2400.0,77.4,3617.0,93.5,0.13,1.87,0.0,0.0,313,0
11.1,2400.0,77.4,3614.98,93.5,0.04,1.4,0.0,0.0,313,0
6.9,1520.0,77.4,3616.41,93.5,0.0,1.96,0.0,0.0,313,0
5.9,2400.0,77.3,3637.37,93.5,0.03,1.38,0.0,0.0,313,0
7.2,2400.0,77.2,3656.25,93.5,0.03,1.74,0.0,0.0,313,0
6.4,2400.0,77.1,3658.2,93.5,0.01,2.18,0.0,0.01,313,0
6.6,1520.0,77.2,3652.68,93.5,0.63,1.19,0.0,0.0,313,0
6.8,2400.0,77.2,3645.79,93.5,0.02,1.6,0.01,0.01,313,0
10.7,1520.0,77.4,3623.59,93.5,0.0,1.49,0.0,0.01,313,0
15.2,1520.0,77.5,3597.39,93.5,0.03,2.02,0.0,0.01,313,0
12.9,2400.0,77.7,3563.42,93.5,0.02,1.37,0.0,0.01,313,0
6.4,2400.0,77.7,3574.33,93.5,0.0,1.46,0.0,0.01,313,0
7.4,2400.0,77.7,3575.04,93.5,0.0,1.77,0.0,0.01,313,0
7.5,1520.0,77.5,3595.0,93.5,0.0,1.46,0.0,0.01,313,0
8.0,2400.0,77.6,3585.65,93.5,0.0,1.63,0.0,0.01,313,0
7.5,2400.0,77.6,3586.74,93.5,0.0,1.71,0.0,0.01,313,0
12.7,2400.0,77.6,3578.1,93.5,0.0,1.33,0.0,0.01,313,0
8.5,2400.0,77.6,3580.73,93.5,0.19,2.07,0.0,0.01,313,0
16.3,1520.0,77.7,3567.09,93.5,0.0,1.31,0.0,0.01,313,0
25.7,2400.0,78.4,3456.1,93.5,0.06,16.13,0.0,0.02,314,0
26.9,2400.0,77.8,3554.75,93.5,0.23,22.07,0.01,0.02,313,0
7.4,2400.0,77.9,3543.26,93.5,0.03,1.35,0.0,0.01,313,0
8.3,2400.0,77.9,3541.27,93.5,0.13,1.67,0.0,0.03,313,0
16.0,2400.0,77.7,3568.11,93.5,0.0,1.71,0.0,0.01,313,0
10.1,2400.0,77.9,3537.52,93.5,0.0,1.43,0.0,0.01,313,0
9.9,2400.0,78.2,3496.57,93.5,0.01,1.42,0.0,0.01,313,0
8.4,1520.0,78.4,3463.8,93.5,0.01,1.83,0.0,0.01,313,0
7.4,1520.0,78.2,3494.87,93.5,0.02,2.01,0.01,0.0,313,0
16.3,2400.0,77.5,3596.07,93.5,0.01,1.5,0.0,0.0,313,0
9.3,2400.0,77.7,3561.84,93.5,1.11,4.72,0.0,0.01,313,0
17.3,2400.0,77.6,3584.57,93.5,1.18,1.56,0.0,0.0,313,0
18.3,2400.0,77.7,3574.36,93.5,0.01,1.18,0.0,0.0,313,0
9.7,2400.0,77.5,3592.85,93.5,0.0,2.32,0.0,0.0,313,0
8.1,2400.0,77.4,3611.03,93.5,0.17,1.86,0.0,0.0,313,0
8.6,2400.0,77.8,3546.39,93.5,0.01,2.51,0.0,0.0,313,0
17.3,2400.0,77.5,3596.88,93.5,0.69,35.0,0.0,0.0,314,0
7.5,1520.0,77.5,3599.52,93.5,0.02,2.59,0.0,0.0,314,0
7.1,2400.0,77.5,3601.73,93.5,0.0,1.9,0.0,0.0,314,0
9.8,2400.0,77.4,3621.43,93.5,0.0,1.66,0.0,0.0,314,0
10.8,2400.0,77.4,3620.23,93.5,0.0,2.77,0.0,0.0,314,0
9.6,2400.0,77.4,3615.18,93.5,0.01,1.42,0.0,0.0,314,0
10.5,2400.0,77.4,3619.29,93.5,0.0,1.78,0.0,0.01,314,0
9.4,2400.0,77.6,3577.59,93.5,0.0,1.96,0.0,0.01,314,0
7.9,2400.0,77.7,3562.1,93.5,0.01,1.26,0.0,0.01,314,0
9.3,2400.0,77.7,3561.33,93.5,0.0,1.96,0.0,0.01,314,0
10.6,2400.0,77.5,3600.45,93.5,0.35,1.75,0.0,0.01,314,0
8.1,2400.0,77.5,3594.4,93.5,0.19,1.64,0.0,0.01,314,0
6.6,2400.0,77.6,3590.28,93.5,0.12,1.43,0.0,0.01,314,0
9.2,2400.0,77.6,3591.59,93.5,0.93,2.0,0.0,0.01,315,0
14.7,2400.0,77.4,3623.18,93.5,3.83,1.25,0.0,0.01,315,0
7.5,2400.0,77.3,3631.25,93.5,0.25,2.1,0.0,0.01,315,0
7.1,2400.0,76.9,3690.06,93.5,0.01,3.94,0.0,0.01,315,0
7.8,2400.0,77.0,3688.46,93.5,0.0,1.49,0.0,0.01,315,0
21.1,2400.0,78.1,3498.05,93.5,10.87,3.02,0.0,0.0,316,0
16.8,2400.0,78.5,3436.73,93.5,1.74,1.82,0.0,0.0,318,0
22.6,1520.0,78.8,3393.69,93.5,17.4,1.75,0.0,0.02,320,0
11.8,1520.0,79.2,3331.7,93.5,0.11,2.23,0.0,0.01,319,0
10.8,2400.0,79.2,3322.76,93.5,0.12,1.59,0.0,0.01,319,0
13.4,2400.0,79.2,3323.64,93.5,0.35,1.49,0.0,0.01,319,0
12.8,1520.0,79.0,3353.62,93.5,0.03,2.0,0.0,0.01,318,0
17.4,2400.0,79.4,3292.63,93.5,23.99,1.88,0.0,0.01,319,0
11.1,1520.0,79.4,3300.45,93.5,2.46,1.29,0.0,0.01,319,0
14.8,1520.0,79.2,3335.97,93.5,3.24,1.93,0.0,0.02,321,0
11.8,1520.0,78.9,3381.89,93.5,2.98,1.45,0.0,0.01,318,0
8.0,2400.0,78.8,3388.8,93.5,0.05,1.74,0.0,0.02,318,0
11.9,2400.0,78.9,3375.75,93.5,0.3,1.9,0.0,0.02,318,0
9.8,2400.0,78.9,3370.8,93.5,0.03,1.85,0.0,0.01,318,0
13.6,2400.0,78.4,3449.0,93.5,0.02,2.17,0.0,0.02,318,0
11.8,2400.0,78.4,3463.88,93.5,0.0,1.88,0.0,0.01,317,0
7.2,1520.0,78.3,3474.76,93.5,0.01,1.27,0.0,0.01,317,0
6.5,1520.0,78.3,3476.61,93.5,0.0,1.29,0.0,0.01,316,0
7.8,1520.0,78.3,3479.94,93.5,0.03,2.03,0.0,0.01,316,0
9.3,2400.0,78.2,3491.91,93.5,0.05,1.89,0.0,0.0,316,0
10.1,2400.0,78.2,3489.4,93.5,0.04,1.15,0.0,0.0,315,0
9.6,2400.0,78.1,3498.39,93.5,0.1,2.01,0.0,0.0,315,0
8.0,2400.0,78.1,3504.51,93.5,0.0,1.79,0.0,0.0,315,0
10.4,1520.0,78.0,3514.68,93.5,0.02,1.32,0.0,0.0,315,0
12.4,2400.0,78.0,3514.33,93.5,0.0,1.69,0.0,0.0,315,0
7.8,2400.0,78.0,3524.03,93.5,0.01,1.85,0.0,0.0,315,0
8.2,2400.0,78.0,3521.21,93.5,0.0,1.39,0.0,0.0,315,0
8.7,2400.0,78.0,3524.6,93.5,0.0,1.51,0.0,0.0,315,0
8.9,2400.0,78.0,3526.57,93.5,0.0,1.03,0.0,0.0,314,0
7.4,2400.0,78.0,3528.54,93.5,0.0,1.95,0.0,0.0,314,0
6.6,2400.0,78.0,3525.96,93.5,0.03,1.56,0.0,0.0,314,0
8.0,2400.0,77.8,3558.32,93.5,0.02,1.8,0.0,0.0,313,0
7.0,2400.0,77.8,3556.07,93.5,0.02,1.38,0.0,0.0,313,0
18.3,2400.0,77.8,3560.63,93.5,0.03,1.69,0.0,0.0,317,0
9.8,2400.0,77.8,3549.66,93.5,0.01,1.48,0.0,0.0,314,0
6.3,2400.0,77.8,3548.2,93.5,0.04,2.03,0.0,0.0,314,0
6.3,2400.0,77.8,3550.05,93.5,0.0,1.24,0.0,0.0,314,0
8.0,2400.0,77.9,3543.44,93.5,0.0,1.28,0.0,0.0,314,0
7.1,2400.0,77.9,3542.83,93.5,0.0,2.0,0.0,0.0,313,0
6.3,2400.0,77.9,3541.71,93.5,0.0,1.54,0.0,0.0,313,0
6.2,2400.0,77.8,3550.92,93.5,0.03,1.81,0.0,0.0,313,0
7.5,2400.0,77.8,3549.37,93.5,0.0,1.25,0.0,0.0,313,0
9.8,2400.0,77.7,3565.93,93.5,0.02,2.82,0.0,0.0,311,0
3.4,2400.0,77.6,3589.98,93.5,0.01,0.47,0.0,0.0,314,0
12.6,2400.0,77.5,3596.65,93.5,0.01,1.73,-7.07,-140.82,311,0
12.6,2400.0,77.5,3606.86,93.5,0.01,2.87,0.0,0.0,311,0
9.6,2400.0,77.5,3594.23,93.5,0.0,1.65,0.0,0.0,311,0
8.3,2400.0,77.5,3597.77,93.5,0.01,2.17,0.0,0.0,311,0
9.1,2400.0,77.6,3581.37,93.5,0.03,2.11,0.0,0.0,311,0
9.2,1520.0,77.6,3590.19,93.5,0.01,1.95,0.0,0.0,311,0
12.2,2400.0,77.6,3590.18,93.5,0.0,2.35,0.0,0.0,311,0
10.7,2400.0,78.0,3526.23,93.5,0.01,1.94,0.0,0.0,311,0
7.7,2400.0,78.1,3512.18,93.5,0.07,2.12,0.0,0.0,311,0
7.7,2400.0,78.0,3521.32,93.5,0.01,1.8,0.0,0.0,310,0
8.6,1520.0,77.8,3550.61,93.5,0.02,1.66,0.0,0.0,310,0
7.9,2400.0,77.6,3584.93,93.5,0.0,1.59,0.0,0.0,310,0
16.2,1520.0,77.5,3598.95,93.5,0.11,2.76,0.0,0.0,310,0
11.1,1520.0,75.5,3928.4,93.2,0.37,4.64,0.0,0.0,309,0
18.8,1520.0,74.2,4127.21,93.2,109.04,4.09,0.0,0.0,312,0
14.7,1520.0,75.9,3855.03,93.1,0.89,2.87,0.0,0.0,312,0
28.2,1520.0,76.0,3842.76,93.1,0.0,4.17,0.0,0.0,312,0
32.5,2400.0,76.0,3834.16,93.1,4.7,6.55,0.0,0.0,312,0
32.0,2400.0,76.0,3835.77,93.1,4.58,3.7,0.0,0.0,312,0
35.9,2400.0,76.2,3814.18,93.1,0.02,4.85,0.0,0.0,313,0
33.7,2400.0,76.2,3809.59,93.1,0.15,5.13,0.0,0.0,313,0
29.1,2400.0,76.1,3825.29,93.1,0.18,3.21,0.0,0.0,313,0
22.8,2400.0,76.1,3827.14,93.1,0.21,3.39,0.0,0.0,313,0
17.4,2400.0,76.1,3826.05,93.1,0.18,3.22,0.0,0.0,313,0
14.9,1520.0,76.1,3830.96,93.1,0.05,1.45,0.0,0.0,313,0
15.8,2400.0,76.1,3824.7,93.1,0.03,2.18,0.0,0.0,313,0
16.0,2400.0,76.1,3831.04,93.1,0.01,2.43,0.0,0.0,313,0
14.9,2400.0,76.1,3831.22,93.1,0.02,1.76,0.0,0.0,313,0
15.8,2400.0,76.2,3814.56,93.1,0.01,2.48,0.0,0.0,313,0
15.1,2400.0,76.1,3828.96,93.1,0.0,2.37,0.0,0.0,313,0
20.6,1520.0,76.2,3811.42,93.2,0.01,3.01,0.0,0.0,313,0
17.1,2400.0,76.2,3816.63,93.2,0.1,3.18,0.0,0.0,313,0
24.5,2400.0,76.2,3812.21,93.2,0.03,3.6,0.0,0.0,312,0
27.8,2400.0,75.7,3892.29,93.2,0.01,4.5,0.0,0.0,312,0
24.6,2400.0,75.7,3887.04,93.2,0.02,3.51,0.0,0.0,312,0
23.0,2400.0,75.7,3890.83,93.2,0.05,3.72,0.0,0.0,312,0
26.3,2400.0,75.8,3874.24,93.2,0.01,4.18,0.0,0.0,312,0
32.6,1520.0,76.2,3805.89,93.2,0.91,2.96,0.0,0.0,316,0
26.8,2400.0,76.3,3797.37,93.2,0.3,6.02,0.0,0.0,316,0
25.0,2400.0,76.3,3797.9,93.2,0.17,3.43,0.0,0.0,316,0
28.6,2400.0,76.4,3771.25,93.2,0.1,4.7,0.0,0.0,316,0
30.9,2400.0,76.6,3741.71,93.2,0.07,3.97,0.0,0.0,317,0
21.6,2400.0,76.5,3758.26,93.2,0.03,3.69,0.0,0.0,317,0
20.9,2400.0,76.5,3766.64,93.2,0.48,3.69,0.0,0.0,317,0
21.4,2400.0,76.9,3699.36,93.2,0.39,4.37,0.0,0.0,316,0
13.1,1520.0,76.9,3692.85,93.2,0.07,1.95,0.0,0.0,316,0
7.7,1520.0,76.9,3695.2,93.2,0.0,1.9,0.0,0.0,316,0
17.0,2400.0,77.1,3667.13,93.2,4.08,2.55,0.0,0.0,316,0
12.0,1520.0,77.0,3680.06,93.2,0.32,1.65,-0.02,-0.03,316,0
13.2,2400.0,77.8,3547.88,93.3,150.67,104.12,0.0,0.0,316,0
10.1,2400.0,76.9,3696.71,93.2,23.52,7.97,0.0,0.0,317,0
14.2,2400.0,76.8,3715.36,93.2,0.0,5.24,0.0,0.0,316,0
16.5,2400.0,76.8,3709.49,93.2,0.01,5.4,0.0,0.0,312,0
5.9,2400.0,75.8,3873.31,93.2,0.06,3.73,0.0,0.0,312,0
5.3,2400.0,75.9,3856.17,93.2,0.02,2.04,0.0,0.0,312,0
6.0,2400.0,75.9,3864.4,93.2,0.0,3.98,0.0,0.0,312,0
8.9,1520.0,75.8,3875.28,93.2,0.0,1.61,0.0,0.0,312,0
12.6,2400.0,76.0,3845.5,93.2,0.29,1.6,0.0,0.0,314,0
8.4,1520.0,75.9,3853.89,93.2,0.0,1.91,0.0,0.0,314,0
7.9,1520.0,75.9,3859.84,93.2,0.01,1.96,0.0,0.0,314,0
16.6,1520.0,76.0,3846.91,93.2,0.11,10.7,0.0,0.0,315,0
10.1,2400.0,75.9,3857.17,93.2,0.0,3.0,0.0,0.01,315,0
5.7,1520.0,75.9,3854.93,93.2,0.01,1.95,0.0,0.0,315,0
6.8,2400.0,75.9,3856.11,93.2,0.18,1.44,0.0,0.01,315,0
6.1,2400.0,75.9,3856.18,93.2,0.07,2.2,0.0,0.0,315,0
6.1,2400.0,76.0,3846.93,93.2,0.02,1.98,0.0,0.0,315,0
5.2,2400.0,76.0,3848.62,93.2,0.0,1.72,0.0,0.0,315,0
7.7,2400.0,76.0,3846.61,93.2,0.0,1.65,0.0,0.0,315,0
6.5,2400.0,76.0,3846.16,93.2,0.0,1.81,0.0,0.0,315,0
8.6,1520.0,76.0,3847.98,93.2,0.0,1.96,0.0,0.0,315,0
9.1,2400.0,76.0,3839.03,93.2,0.02,2.23,0.0,0.0,315,0
12.6,1520.0,76.0,3841.11,93.2,0.0,2.39,0.0,0.01,314,0
8.5,2400.0,75.9,3855.77,93.2,0.0,2.1,0.0,0.01,314,0
7.4,2400.0,76.0,3841.98,93.2,0.0,1.45,0.0,0.0,314,0
12.8,2400.0,76.3,3799.77,93.2,2.5,2.36,-0.02,-0.07,315,0
6.7,2400.0,76.0,3840.6,93.2,0.1,1.68,0.0,0.0,314,0
7.3,2400.0,76.0,3836.84,93.2,0.0,3.01,0.0,0.0,314,0
2.5,2400.0,75.7,3882.22,93.2,0.02,0.45,0.0,0.0,312,0
10.7,1520.0,75.7,3887.48,93.2,0.0,1.49,0.0,0.0,312,0
13.5,2400.0,75.7,3880.8,93.2,0.0,2.73,0.0,0.0,312,0
5.2,2400.0,75.8,3870.15,93.2,0.02,2.51,0.0,0.0,312,0
10.2,1520.0,75.7,3885.7,93.2,0.02,2.17,0.0,0.0,312,0
6.4,2400.0,75.8,3868.51,93.2,0.0,1.76,0.0,0.0,312,0
8.3,2400.0,75.8,3871.69,93.2,0.0,1.86,0.0,0.0,312,0
11.6,2400.0,75.7,3883.14,93.2,0.0,1.83,0.0,0.0,312,0
6.4,1520.0,75.7,3894.67,93.2,0.02,1.83,0.0,0.0,312,0
