cpu_percent,cpu_frequency_mhz,memory_percent,memory_available_mb,disk_percent,disk_read_mbps,disk_write_mbps,network_upload_mbps,network_download_mbps,process_count,label
7.3,1520.0,67.0,5274.79,93.3,0.0,0.91,0.0,0.01,296,0
8.5,1520.0,67.6,5185.73,93.3,0.0,0.71,0.0,0.04,296,0
12.3,1520.0,67.0,5283.32,93.3,0.18,2.98,0.0,0.01,296,0
10.3,1520.0,67.0,5276.93,93.3,0.0,1.08,0.0,0.01,296,0
8.0,1520.0,67.0,5276.36,93.3,0.0,0.63,0.0,0.01,296,0
7.6,1520.0,67.0,5285.38,93.3,0.0,0.83,0.0,0.01,295,0
9.0,1520.0,67.2,5256.86,93.3,0.02,0.98,0.0,0.0,297,0
7.7,1520.0,67.0,5287.66,93.3,0.0,0.92,0.0,0.01,295,0
7.6,1520.0,67.1,5267.59,93.3,0.02,0.9,0.0,0.0,295,0
8.6,1520.0,67.1,5258.65,93.3,0.01,0.58,0.0,0.01,295,0
9.2,1520.0,67.0,5277.23,93.3,0.0,0.78,0.0,0.0,295,0
7.9,1520.0,67.0,5277.37,93.3,0.01,0.77,0.0,0.04,295,0
8.8,1520.0,67.0,5274.31,93.3,0.0,0.6,0.0,0.01,295,0
8.3,1520.0,67.0,5275.62,93.3,0.0,1.22,0.0,0.01,295,0
9.5,1520.0,67.1,5268.68,93.3,0.0,0.76,0.0,0.01,295,0
8.2,1520.0,67.1,5266.76,93.3,0.0,0.61,0.0,0.01,295,0
12.0,1520.0,67.4,5224.05,93.3,8.65,0.9,0.0,0.01,296,0
15.0,1520.0,67.5,5206.19,93.3,6.85,6.25,0.0,0.01,295,0
9.0,1520.0,67.5,5201.96,93.3,0.0,0.95,0.0,0.01,295,0
8.9,1520.0,67.4,5213.98,93.3,0.33,0.58,0.0,0.01,296,0
7.4,1520.0,67.4,5215.15,93.3,0.0,1.14,0.0,0.01,296,0
9.6,1520.0,67.4,5213.02,93.3,0.0,0.69,0.0,0.03,296,0
8.5,1520.0,67.4,5211.44,93.3,0.01,0.69,0.0,0.01,296,0
8.5,1520.0,67.4,5214.39,93.3,0.0,0.98,0.0,0.0,295,0
9.0,1520.0,67.4,5211.3,93.3,0.0,0.65,0.0,0.01,295,0
8.4,1520.0,67.5,5205.95,93.3,0.0,0.57,0.0,0.01,295,0
10.5,1520.0,67.5,5201.38,93.3,0.09,0.85,0.01,0.01,295,0
10.2,1520.0,67.5,5196.65,93.3,0.02,1.44,0.0,0.01,295,0
10.4,1520.0,67.5,5205.94,93.3,1.16,0.88,0.0,0.01,294,0
8.2,1520.0,67.4,5214.25,93.3,0.02,0.92,0.0,0.0,294,0
8.4,1520.0,67.4,5213.1,93.3,0.0,0.55,0.0,0.04,294,0
9.9,1520.0,67.4,5210.34,93.3,0.0,0.8,0.0,0.0,294,0
7.2,1520.0,67.4,5213.72,93.3,0.02,0.84,0.0,0.01,294,0
12.7,1520.0,67.9,5136.98,93.3,7.6,0.82,0.01,0.01,297,0
12.1,1520.0,67.9,5140.41,93.3,0.5,0.74,0.0,0.01,297,0
9.5,1520.0,68.1,5104.81,93.3,0.05,0.82,0.0,0.01,297,0
9.3,1520.0,68.2,5095.15,93.3,0.0,0.97,0.0,0.01,298,0
12.6,1520.0,68.3,5080.01,93.3,0.01,0.88,0.0,0.08,301,0
9.4,1520.0,68.2,5091.71,93.3,0.0,0.7,0.0,0.06,300,0
9.7,1520.0,68.2,5083.05,93.3,0.05,0.8,0.0,0.04,300,0
9.1,1520.0,68.3,5080.62,93.3,0.0,0.74,0.0,0.01,300,0
8.2,1520.0,68.2,5095.44,93.3,0.0,0.78,0.0,0.01,300,0
10.3,1520.0,68.1,5108.9,93.3,0.01,0.66,0.0,0.01,298,0
17.3,1520.0,68.3,5073.52,93.3,0.01,25.03,0.0,0.01,300,0
9.8,1520.0,68.3,5078.46,93.3,0.03,13.36,0.0,0.01,300,0
7.7,1520.0,68.3,5080.28,93.3,0.01,0.63,0.0,0.01,300,0
12.4,1520.0,68.9,4971.32,93.3,0.64,0.97,0.0,0.01,302,0
14.4,1520.0,68.4,5050.77,93.3,0.84,1.03,0.0,0.01,301,0
10.5,1520.0,68.2,5082.01,93.3,0.01,0.63,0.0,0.04,300,0
8.9,1520.0,68.1,5102.42,93.3,0.0,0.99,0.0,0.01,300,0
9.2,1520.0,68.0,5118.66,93.3,0.0,0.75,0.0,0.01,300,0
8.0,1520.0,68.0,5120.74,93.3,0.01,0.76,0.0,0.01,300,0
7.7,1520.0,68.0,5119.95,93.3,0.0,0.7,0.0,0.01,300,0
8.7,1520.0,68.1,5110.79,93.3,0.01,0.81,0.0,0.01,302,0
8.1,1520.0,68.0,5115.66,93.3,0.0,0.74,0.0,0.01,299,0
12.4,1520.0,68.0,5113.55,93.3,0.0,0.9,0.0,0.01,299,0
7.8,1520.0,68.0,5115.69,93.3,0.01,0.56,0.0,0.01,298,0
8.5,1520.0,67.8,5159.86,93.3,0.01,1.01,0.0,0.01,297,0
7.5,1520.0,67.7,5174.27,93.3,0.0,0.49,0.0,0.04,297,0
7.9,1520.0,67.7,5173.66,93.3,0.0,0.91,0.0,0.01,297,0
8.0,1520.0,67.7,5173.46,93.3,0.01,0.84,0.0,0.0,297,0
7.7,1520.0,67.6,5187.11,93.3,0.0,0.83,0.0,0.0,297,0
10.1,1520.0,67.6,5182.94,93.3,0.02,0.82,0.0,0.0,296,0
11.4,1520.0,67.6,5179.48,93.3,0.0,1.0,0.0,0.01,296,0
10.3,1520.0,67.7,5174.93,93.3,0.0,0.52,0.0,0.01,296,0
8.3,1520.0,67.7,5174.3,93.3,0.0,0.89,0.0,0.0,296,0
7.9,1520.0,67.7,5174.15,93.3,0.0,0.74,0.0,0.01,296,0
8.9,1520.0,67.6,5179.75,93.3,0.0,0.74,0.0,0.04,296,0
11.3,1520.0,67.8,5155.55,93.3,0.0,4.94,0.0,0.01,297,0
11.2,1520.0,67.7,5167.19,93.3,0.0,14.54,0.0,0.01,297,0
9.9,1520.0,67.7,5165.22,93.3,0.0,0.96,0.0,0.01,297,0
8.4,1520.0,67.8,5157.8,93.3,0.0,0.61,0.0,0.01,297,0
8.5,1520.0,67.7,5174.26,93.3,0.0,0.89,0.0,0.01,297,0
11.7,1520.0,67.7,5172.75,93.3,0.0,0.68,0.0,0.01,297,0
8.5,1520.0,67.7,5170.3,93.3,0.01,1.13,0.0,0.01,297,0
8.7,1520.0,67.7,5170.05,93.3,0.0,0.87,0.0,0.01,297,0
16.7,1520.0,68.0,5128.5,93.3,12.38,0.77,0.0,0.03,304,0
14.6,1520.0,68.0,5124.62,93.3,1.33,0.79,0.0,0.02,301,0
9.1,1520.0,67.7,5164.43,93.3,0.01,0.63,0.0,0.01,296,0
8.6,1520.0,67.7,5171.73,93.3,0.07,1.2,0.0,0.01,296,0
9.3,1520.0,67.6,5182.82,93.3,0.0,0.89,0.0,0.01,296,0
10.1,1520.0,67.8,5157.43,93.3,0.21,1.52,0.0,0.02,296,0
8.4,1520.0,67.7,5176.15,93.3,0.0,1.03,0.0,0.01,296,0
10.3,1520.0,67.7,5174.25,93.3,0.0,0.59,0.0,0.01,296,0
8.0,1520.0,67.8,5156.95,93.3,0.0,0.98,0.0,0.01,296,0
7.7,1520.0,67.7,5167.54,93.3,0.0,0.71,0.0,0.01,296,0
7.8,1520.0,67.7,5165.09,93.3,0.0,0.82,0.0,0.05,296,0
8.2,1520.0,67.8,5159.93,93.3,0.0,0.87,0.0,0.02,296,0
8.4,1520.0,67.6,5185.35,93.3,0.0,0.61,0.0,0.0,296,0
7.3,1520.0,67.6,5184.0,93.3,0.0,0.79,0.0,0.01,296,0
12.3,1520.0,67.1,5264.43,93.3,0.02,6.34,0.0,0.01,296,0
18.4,1520.0,67.1,5260.26,93.3,0.07,30.5,0.01,0.02,297,0
8.3,1520.0,67.2,5253.91,93.3,0.0,0.98,0.0,0.01,297,0
9.4,1520.0,67.3,5240.3,93.3,0.08,1.01,0.0,0.01,297,0
8.2,1520.0,67.1,5263.91,93.3,0.0,0.57,0.0,0.01,297,0
10.1,1520.0,67.2,5255.13,93.3,0.07,0.78,0.0,0.04,297,0
9.3,1520.0,67.2,5253.36,93.3,0.02,1.02,0.0,0.01,297,0
11.6,1520.0,67.3,5230.45,93.3,0.02,1.88,0.01,0.01,297,0
18.5,1520.0,67.2,5248.34,93.3,0.0,2.77,0.0,0.01,297,0
18.5,1520.0,67.3,5230.23,93.3,0.0,3.02,0.0,0.01,297,0
19.1,1520.0,67.3,5234.12,93.3,0.0,3.29,0.01,0.01,296,0
11.4,1520.0,67.3,5230.02,93.3,0.0,1.81,0.0,0.01,296,0
8.6,1520.0,67.2,5243.18,93.3,0.0,0.83,0.0,0.01,296,0
7.7,1520.0,67.2,5242.8,93.3,0.0,0.9,0.0,0.01,296,0
10.8,1520.0,67.2,5252.6,93.3,0.0,0.71,0.0,0.03,296,0
7.7,1520.0,67.1,5260.32,93.3,0.0,0.69,0.0,0.0,296,0
7.4,1520.0,67.1,5267.53,93.3,0.0,0.85,0.0,0.01,296,0
7.6,1520.0,67.1,5265.88,93.3,0.0,0.34,0.0,0.0,296,0
7.6,1520.0,67.1,5270.34,93.3,0.0,1.13,0.0,0.01,296,0
9.5,1520.0,67.2,5245.7,93.3,0.0,1.03,0.0,0.01,296,0
8.3,1520.0,67.2,5255.23,93.3,0.0,0.35,0.0,0.0,296,0
8.0,1520.0,67.1,5258.29,93.3,0.0,1.21,0.0,0.01,296,0
9.1,1520.0,67.1,5260.05,93.3,0.01,0.63,0.0,0.01,295,0
8.4,1520.0,67.2,5256.7,93.3,0.01,0.76,0.0,0.04,295,0
7.5,1520.0,67.2,5244.49,93.3,0.0,0.73,0.0,0.01,295,0
8.5,1520.0,67.1,5272.64,93.3,0.0,1.04,0.0,0.0,295,0
8.9,1520.0,67.1,5272.39,93.3,0.01,0.66,0.0,0.01,295,0
8.6,1520.0,67.1,5267.0,93.3,0.0,0.9,0.0,0.01,295,0
8.0,1520.0,67.1,5266.09,93.3,0.0,0.53,0.0,0.01,295,0
8.4,1520.0,67.1,5260.23,93.3,0.0,0.77,0.0,0.01,295,0
7.7,1520.0,67.1,5260.41,93.3,0.0,0.84,0.0,0.01,295,0
8.7,1520.0,67.2,5244.35,93.3,0.0,1.14,0.0,0.01,295,0
10.3,1520.0,67.2,5249.85,93.3,0.01,0.64,0.0,0.01,295,0
7.6,1520.0,67.3,5236.88,93.3,0.0,0.76,0.0,0.04,295,0
9.7,1520.0,67.2,5246.3,93.3,0.0,1.39,0.0,0.01,296,0
7.8,1520.0,67.1,5263.81,93.3,0.0,0.92,0.0,0.01,296,0
11.9,1520.0,67.2,5252.09,93.3,0.12,17.05,0.0,0.01,297,0
10.1,1520.0,67.2,5250.49,93.3,0.0,0.71,0.0,0.01,297,0
9.9,1520.0,67.6,5189.35,93.3,0.02,0.88,0.0,0.02,297,0
9.3,1520.0,67.3,5233.01,93.3,0.01,0.58,0.0,0.01,296,0
9.0,1520.0,67.3,5240.92,93.3,0.88,0.52,0.0,0.01,296,0
7.1,1520.0,67.2,5244.77,93.3,0.0,1.16,0.0,0.01,296,0
14.0,1520.0,67.3,5233.82,93.3,0.0,15.23,0.0,0.01,296,0
11.9,1520.0,67.3,5240.77,93.3,0.0,0.72,0.0,0.01,297,0
7.4,1520.0,67.2,5245.63,93.3,0.02,1.13,0.0,0.01,297,0
7.5,1520.0,67.2,5251.99,93.3,0.0,0.78,0.0,0.0,297,0
7.4,1520.0,67.2,5247.23,93.3,0.0,0.77,0.0,0.01,297,0
10.5,1520.0,67.3,5238.3,93.3,0.0,0.73,0.0,0.01,297,0
7.8,1520.0,67.3,5236.18,93.3,0.0,0.89,0.0,0.0,297,0
10.7,1520.0,66.7,5321.35,93.3,0.0,0.66,0.0,0.01,296,0
7.6,1520.0,66.7,5321.38,93.3,0.0,0.9,0.0,0.0,296,0
7.8,1520.0,66.7,5322.9,93.3,0.0,0.58,0.0,0.04,295,0
8.5,1520.0,66.8,5309.66,93.3,0.01,0.87,0.0,0.01,295,0
7.7,1520.0,66.6,5341.12,93.3,0.01,0.61,0.0,0.0,294,0
7.5,1520.0,66.6,5342.1,93.3,0.0,1.09,0.0,0.01,294,0
8.1,1520.0,66.8,5320.14,93.3,0.0,0.75,0.0,0.0,294,0
7.4,1520.0,66.7,5327.87,93.3,0.0,0.67,0.0,0.01,294,0
8.4,1520.0,66.7,5321.06,93.3,0.01,1.04,0.0,0.01,294,0
8.2,1520.0,66.8,5319.54,93.3,0.0,0.68,0.0,0.01,294,0
8.1,1520.0,66.8,5320.39,93.3,0.0,0.93,0.0,0.0,294,0
7.8,1520.0,66.7,5324.51,93.3,0.0,0.66,0.0,0.01,293,0
7.8,1520.0,66.7,5321.28,93.3,0.0,0.88,0.0,0.04,293,0
7.5,1520.0,66.8,5319.06,93.3,0.0,0.78,0.0,0.01,293,0
8.2,1520.0,66.8,5314.09,93.3,0.0,0.59,0.0,0.01,293,0
9.8,1520.0,66.6,5338.98,93.3,0.0,0.71,0.0,0.01,293,0
8.5,1520.0,66.7,5336.37,93.3,0.0,0.83,0.0,0.01,293,0
8.7,1520.0,66.8,5313.29,93.3,0.0,0.93,0.0,0.01,293,0
8.0,1520.0,66.8,5318.02,93.3,0.0,0.89,0.0,0.0,293,0
7.5,1520.0,66.8,5317.36,93.3,0.0,0.83,0.0,0.01,293,0
7.1,1520.0,66.8,5317.2,93.3,0.0,0.9,0.0,0.01,293,0
8.0,1520.0,66.8,5315.82,93.3,0.0,0.75,0.0,0.02,293,0
10.6,1520.0,66.8,5309.02,93.3,0.33,0.82,0.0,0.02,294,0
8.1,1520.0,66.8,5309.98,93.3,0.01,0.8,0.0,0.01,294,0
9.3,1520.0,66.8,5307.37,93.3,0.02,0.78,0.0,0.0,294,0
13.2,1520.0,67.0,5284.16,93.3,0.06,17.41,0.0,0.01,296,0
8.1,1520.0,66.8,5309.5,93.3,0.0,1.17,0.0,0.01,296,0
11.9,1520.0,66.9,5292.8,93.3,0.0,0.41,0.0,0.01,296,0
7.2,1520.0,66.9,5290.37,93.3,0.0,1.24,0.0,0.01,296,0
11.5,1520.0,67.0,5277.03,93.3,0.01,16.85,0.0,0.01,296,0
8.0,1520.0,67.0,5284.48,93.3,0.01,0.78,0.0,0.01,296,0
8.3,1520.0,67.0,5286.08,93.3,0.0,1.02,0.0,0.04,296,0
8.3,1520.0,67.0,5284.4,93.3,0.0,0.54,0.0,0.01,296,0
8.0,1520.0,67.0,5287.36,93.3,0.0,0.94,0.0,0.01,296,0
7.6,1520.0,67.0,5286.98,93.3,0.0,0.81,0.0,0.01,296,0
7.7,1520.0,67.0,5286.0,93.3,0.0,0.76,0.0,0.01,296,0
9.6,1520.0,66.9,5292.32,93.3,0.0,0.87,0.0,0.02,296,0
8.3,1520.0,66.9,5290.76,93.3,0.0,0.86,0.0,0.0,296,0
9.6,1520.0,66.9,5289.85,93.3,0.0,0.56,0.0,0.01,296,0
8.1,1520.0,66.9,5292.28,93.3,0.0,0.96,0.0,0.01,295,0
8.0,1520.0,67.0,5284.9,93.3,0.0,0.37,0.0,0.04,295,0
7.8,1520.0,67.0,5287.5,93.3,0.0,1.13,0.0,0.01,295,0
7.7,1520.0,67.0,5287.04,93.3,0.0,0.96,0.0,0.02,295,0
8.9,1520.0,67.0,5276.28,93.3,0.0,0.29,0.0,0.01,295,0
15.6,1520.0,67.0,5287.59,93.3,0.08,32.05,0.0,0.01,296,0
10.1,1520.0,67.1,5271.19,93.3,0.01,1.2,0.0,0.01,296,0
7.4,1520.0,67.0,5288.99,93.3,0.01,0.82,0.0,0.0,296,0
7.6,1520.0,67.0,5286.57,93.3,0.0,0.87,0.0,0.0,296,0
7.1,1520.0,67.0,5284.37,93.3,0.0,0.81,0.0,0.01,296,0
8.4,1520.0,67.0,5283.04,93.3,0.0,0.66,0.0,0.01,296,0
7.9,1520.0,67.0,5283.87,93.3,0.0,1.09,0.0,0.04,296,0
7.8,1520.0,67.0,5284.18,93.3,0.0,0.67,0.0,0.01,296,0
7.3,1520.0,67.0,5286.86,93.3,0.0,0.92,0.0,0.0,296,0
7.7,1520.0,67.0,5287.06,93.3,0.0,0.69,0.0,0.01,296,0
7.4,1520.0,66.9,5293.08,93.3,0.0,0.71,0.0,0.0,295,0
8.5,1520.0,67.0,5282.24,93.3,0.0,0.93,0.0,0.0,295,0
9.8,1520.0,67.1,5272.78,93.3,0.0,0.5,0.0,0.01,295,0
8.1,1520.0,66.9,5293.69,93.3,0.01,0.99,0.0,0.0,295,0
8.5,1520.0,66.9,5296.7,93.3,0.0,0.66,0.0,0.0,295,0
7.5,1520.0,66.9,5296.7,93.3,0.0,0.7,0.0,0.04,295,0
7.5,1520.0,66.9,5297.75,93.3,0.0,0.92,0.0,0.0,295,0
7.6,1520.0,66.9,5298.86,93.3,0.0,0.69,0.0,0.01,295,0
7.8,1520.0,66.9,5299.05,93.3,0.0,0.92,0.0,0.0,295,0
7.6,1520.0,66.9,5294.59,93.3,0.0,0.61,0.0,0.01,295,0
8.1,1520.0,67.0,5275.15,93.3,0.0,0.83,0.0,0.01,295,0
7.6,1520.0,66.9,5292.66,93.3,0.0,1.03,0.0,0.0,295,0
9.1,1520.0,66.9,5291.72,93.3,0.0,0.64,0.0,0.01,295,0
7.8,1520.0,66.9,5292.0,93.3,0.0,0.59,0.0,0.0,294,0
8.1,1520.0,66.9,5293.15,93.3,0.0,0.98,0.0,0.02,294,0
8.2,1520.0,66.8,5305.25,93.3,0.0,0.75,0.0,0.02,294,0
7.9,1520.0,66.9,5303.84,93.3,0.0,1.09,0.0,0.01,294,0
9.2,1520.0,66.9,5303.91,93.3,0.0,0.88,0.0,0.01,295,0
8.7,1520.0,66.9,5300.23,93.3,0.08,0.22,0.0,0.01,295,0
7.7,1520.0,66.9,5301.24,93.3,0.0,1.14,0.0,0.01,295,0
16.3,1520.0,67.0,5283.37,93.3,0.01,16.22,0.0,0.0,296,0
7.8,1520.0,67.0,5279.16,93.3,0.0,0.85,0.0,0.01,296,0
8.4,1520.0,67.1,5269.2,93.3,0.04,0.86,0.0,0.01,297,0
7.9,1520.0,67.1,5267.83,93.3,0.0,0.57,0.0,0.0,297,0
8.5,1520.0,67.1,5260.52,93.3,0.0,0.95,0.0,0.03,297,0
7.4,1520.0,67.0,5281.55,93.3,0.0,0.6,0.0,0.0,297,0
7.8,1520.0,67.0,5282.39,93.3,0.0,0.96,0.0,0.01,297,0
8.4,1520.0,67.0,5282.51,93.3,0.0,0.75,0.0,0.01,297,0
7.6,1520.0,67.0,5281.25,93.3,0.0,0.72,0.0,0.01,297,0
11.3,1520.0,67.0,5279.15,93.3,0.0,0.89,0.0,0.02,296,0
7.9,1520.0,67.0,5276.36,93.3,0.01,0.66,0.0,0.01,296,0
8.2,1520.0,67.0,5280.46,93.3,0.0,0.77,0.0,0.01,296,0
7.9,1520.0,67.0,5281.69,93.3,0.0,0.95,0.0,0.01,296,0
8.9,1520.0,67.1,5267.88,93.3,0.08,0.75,0.0,0.04,298,0
8.2,1520.0,67.1,5266.75,93.3,1.03,0.65,0.0,0.01,298,0
8.1,1520.0,67.0,5279.81,93.3,0.0,1.12,0.0,0.01,298,0
10.0,1520.0,67.2,5249.43,93.3,0.43,0.82,0.0,0.01,299,0
8.6,1520.0,67.1,5266.16,93.3,0.02,1.82,0.0,0.01,298,0
16.1,1520.0,67.2,5242.46,93.3,0.04,30.91,0.0,0.0,299,0
7.1,1520.0,67.2,5244.38,93.3,0.0,0.94,0.0,0.01,299,0
8.0,1520.0,67.2,5244.05,93.3,0.01,0.82,0.0,0.0,299,0
7.3,1520.0,67.2,5246.27,93.3,0.01,0.82,0.0,0.01,299,0
9.2,1520.0,67.3,5240.27,93.3,0.0,0.77,0.0,0.01,299,0
10.9,1520.0,67.5,5207.98,93.3,0.01,0.98,0.0,0.04,299,0
11.8,1520.0,67.3,5231.63,93.3,0.0,0.52,0.0,0.01,299,0
8.7,1520.0,67.3,5239.92,93.3,0.0,3.76,0.0,0.01,299,0
7.6,1520.0,67.3,5239.88,93.3,0.01,0.93,0.0,0.01,299,0
9.9,1520.0,67.2,5243.5,93.3,0.0,0.55,0.0,0.01,298,0
9.2,1520.0,67.3,5236.26,93.3,0.0,1.07,0.0,0.0,298,0
10.2,1520.0,67.4,5217.74,93.3,0.0,1.32,0.0,0.01,298,0
0.4,1520.0,68.5,5036.28,93.3,0.03,0.5,0.0,0.0,303,0
0.1,2400.0,69.5,4877.54,93.3,0.03,0.21,-0.0,-0.02,304,0
64.2,2400.0,69.9,4823.74,98.4,0.0,0.01,0.0,0.0,304,0
63.3,2400.0,72.8,4347.02,93.2,62.85,22.43,17.84,36.33,325,0
38.5,2400.0,72.3,4434.59,93.2,63.92,9.45,0.0,0.0,313,0
20.8,2400.0,71.7,4524.07,93.2,8.7,2.79,0.0,0.0,314,0
11.7,2400.0,71.2,4602.83,93.2,9.91,2.04,0.0,0.0,313,0
20.8,2400.0,70.7,4685.71,93.2,4.52,3.93,0.0,0.0,309,0
12.9,2400.0,70.6,4705.54,93.2,4.97,3.74,0.0,0.0,309,0
13.3,2400.0,70.6,4705.83,93.2,4.55,4.11,0.0,0.0,309,0
14.2,2400.0,70.6,4708.2,93.2,5.41,3.69,0.0,0.0,309,0
14.3,2400.0,70.6,4705.5,93.2,4.55,1.63,0.0,0.0,308,0
11.5,2400.0,70.6,4711.62,93.2,4.72,4.79,0.0,0.0,308,0
11.5,2400.0,70.5,4722.69,93.2,4.65,3.88,0.0,0.0,307,0
12.9,2400.0,70.5,4726.15,93.2,4.52,3.05,0.0,0.0,306,0
13.3,2400.0,70.4,4732.42,93.2,4.75,3.88,0.0,0.0,305,0
12.4,2400.0,70.5,4728.32,93.3,4.68,3.15,0.0,0.0,305,0
12.3,2400.0,70.5,4724.72,93.3,4.54,3.49,0.0,0.0,305,0
12.8,2400.0,70.5,4726.64,93.3,6.07,4.06,0.0,0.0,305,0
16.9,2400.0,70.6,4705.16,93.3,12.86,8.4,0.0,0.0,305,0
18.6,2400.0,70.6,4704.46,93.3,5.57,7.48,0.0,0.0,305,0
24.2,2400.0,71.2,4612.65,93.3,17.22,4.7,0.0,0.0,306,0
33.8,2400.0,72.6,4388.91,93.3,54.31,9.16,0.01,0.01,313,0
29.0,2400.0,72.6,4389.99,93.3,24.02,7.41,0.03,0.08,314,0
16.6,2400.0,72.1,4472.33,93.3,5.3,3.38,0.02,0.03,315,0
22.1,2400.0,72.4,4420.43,93.3,6.09,4.49,0.01,0.01,318,0
33.1,2400.0,72.7,4368.3,93.3,13.57,17.0,0.04,0.06,316,0
31.8,2400.0,72.7,4375.58,93.3,8.31,17.21,0.01,0.02,316,0
35.4,2400.0,72.4,4420.19,93.3,5.91,14.13,0.02,0.01,315,0
32.9,2400.0,72.5,4400.95,93.3,5.29,9.9,0.0,0.0,315,0
31.4,2400.0,72.6,4386.4,93.3,22.65,5.6,0.01,0.01,315,0
28.9,2400.0,72.6,4379.92,93.3,19.07,4.93,0.01,0.0,314,0
30.9,2400.0,73.5,4242.39,93.3,30.13,7.72,0.01,0.01,314,0
33.1,2400.0,73.6,4230.65,93.3,3.47,8.78,0.03,0.1,316,0
32.1,2400.0,73.6,4227.96,93.3,1.63,9.6,0.0,0.01,316,0
32.9,2400.0,73.6,4221.48,93.3,1.2,9.42,0.03,0.01,315,0
32.9,2400.0,73.6,4231.41,93.3,2.03,2.2,0.04,0.02,312,0
32.3,2400.0,73.5,4233.01,93.3,0.88,4.57,0.0,0.0,312,0
35.3,2400.0,73.6,4230.09,93.3,1.2,5.25,0.0,0.0,310,0
33.6,2400.0,73.5,4236.65,93.3,3.45,4.96,0.0,0.01,310,0
31.5,2400.0,73.5,4245.4,93.3,1.71,4.27,0.0,0.0,309,0
33.0,2400.0,73.4,4253.58,93.3,4.15,0.94,0.0,0.0,310,0
33.7,2400.0,73.5,4239.39,93.3,3.36,0.8,0.0,0.0,310,0
33.8,2400.0,73.6,4228.24,93.3,15.3,3.62,0.0,0.01,309,0
33.9,2400.0,73.8,4189.91,93.3,18.94,1.0,0.0,0.01,309,0
33.0,1520.0,73.8,4186.91,93.3,3.58,5.52,0.0,0.0,309,0
34.4,2400.0,74.0,4157.41,93.3,2.68,0.68,0.01,0.06,312,0
35.9,2400.0,74.1,4147.72,93.4,5.69,3.03,0.01,0.0,313,0
33.8,2400.0,74.0,4163.22,93.4,6.35,2.05,0.0,0.0,315,0
35.0,2400.0,74.0,4168.2,93.4,1.97,2.19,0.0,0.0,313,0
30.5,2400.0,73.7,4207.95,93.4,1.7,6.64,0.0,0.09,312,0
25.4,1520.0,72.6,4387.84,93.4,1.19,0.74,0.0,0.0,310,0
23.2,1520.0,72.5,4395.62,93.4,1.28,0.95,0.0,0.0,307,0
23.0,2400.0,72.5,4393.95,93.4,2.0,3.94,0.0,0.0,307,0
23.7,2400.0,72.5,4399.27,93.4,1.64,1.73,0.0,0.0,307,0
25.6,2400.0,72.5,4402.74,93.4,1.46,2.24,0.0,0.0,307,0
28.0,2400.0,72.4,4417.25,93.4,1.72,8.29,0.0,0.0,307,0
29.1,2400.0,72.5,4395.5,93.4,1.99,4.58,0.0,0.0,307,0
32.6,2400.0,72.5,4408.04,93.4,1.05,6.52,0.0,0.0,306,0
33.6,2400.0,72.5,4403.49,93.4,0.93,4.55,0.0,0.0,306,0
32.2,2400.0,72.5,4401.38,93.4,0.89,3.96,0.0,0.0,306,0
28.7,2400.0,72.4,4412.12,93.4,0.94,4.8,0.0,0.0,306,0
29.8,2400.0,72.3,4439.48,93.4,0.93,4.13,0.0,0.0,305,0
31.5,2400.0,72.2,4441.46,93.4,0.94,4.04,0.0,0.0,305,0
30.7,2400.0,72.3,4440.22,93.4,0.92,4.26,0.0,0.0,305,0
29.9,2400.0,72.2,4443.45,93.4,0.97,5.31,0.0,0.0,305,0
32.3,2400.0,72.8,4357.57,93.4,1.1,5.95,0.0,0.0,305,0
32.7,2400.0,72.4,4417.87,93.4,2.12,5.86,0.0,0.0,305,0
38.8,2400.0,73.1,4296.98,93.4,20.66,15.17,0.0,0.0,311,0
35.6,2400.0,73.3,4273.17,93.4,3.47,8.23,0.0,0.02,311,0
29.1,2400.0,73.3,4275.86,93.4,2.33,3.49,0.01,0.01,311,0
23.9,2400.0,73.1,4299.89,93.4,2.27,21.39,0.01,0.01,311,0
21.6,2400.0,73.0,4316.21,93.4,2.17,26.88,0.01,0.01,310,0
15.7,2400.0,72.9,4339.97,93.4,1.57,5.51,0.0,0.0,310,0
12.9,2400.0,73.0,4328.36,93.4,1.64,2.73,0.0,0.0,310,0
14.5,2400.0,73.0,4325.1,93.4,1.68,2.15,0.0,0.0,310,0
22.7,2400.0,73.0,4323.68,93.4,1.56,3.04,0.01,0.01,311,0
27.6,2400.0,73.1,4306.12,93.4,1.58,2.65,0.0,0.01,311,0
26.0,2400.0,73.1,4312.05,93.4,1.57,3.2,0.0,0.0,311,0
25.3,2400.0,73.1,4302.6,93.4,1.64,2.32,0.0,0.0,311,0
24.0,2400.0,73.1,4299.39,93.4,1.48,3.11,0.0,0.0,311,0
22.8,2400.0,73.0,4327.98,93.4,1.57,2.89,0.0,0.0,310,0
14.7,2400.0,72.9,4337.04,93.4,1.45,1.91,0.0,0.0,310,0
14.5,2400.0,72.5,4394.59,93.4,1.47,2.84,0.0,0.0,308,0
13.1,2400.0,72.5,4396.26,93.4,1.49,2.04,0.0,0.0,308,0
13.2,2400.0,72.4,4424.59,93.4,1.52,1.89,0.0,0.01,308,0
15.1,2400.0,72.2,4449.45,93.4,1.48,2.74,0.0,0.05,308,0
26.3,1520.0,72.3,4429.89,93.4,1.67,3.06,0.0,0.06,309,0
