CPU_Zscore,Memory_Zscore,Disk_Zscore,Network_Zscore,SSD_Health_Zscore,Memory_Pressure,CPU_Efficiency,System_Saturation,SSD_Wear,Label
0.06672692803586355,-0.728322748426129,0.04816874884430082,1.2382631898377254,0,72.88879999999999,0.046843853820598004,0.85794,0.02,0
0.6086739925236347,-1.4570541726157995,0.36458956560013306,-0.2059848810311963,0,810.0421999999999,0.3436426116838488,1.78566,0.02,1
2.593041117807044,0.1110432488957034,11.878991324586577,-0.15719651332537726,0,2992.0499999999997,0.06577946768060837,1.93302,0.0,1
-0.16850329806923534,-1.3266560560523921,-0.5403774817706292,-0.13734936425008168,0,521.3546,0.039711191335740074,0.78616,0.02,1
-0.34756320165300475,-1.1058567765155827,-0.25610314622533614,-0.2332555929805099,0,405.50320000000005,0.027054794520547945,0.68684,0.0,1
-1.0700251229433642,-1.101255850984745,-0.08771041949674774,-0.28774210837481656,0,87.55810000000001,0.016088328075709778,0.8033800000000002,0.0,0
-0.41471971017616394,-0.3277506314259895,-0.10917136982541062,1.8101908889351488,0,81.5003,0.02,0.73622,0.0,0
-0.9835221023215281,-0.05778831605517811,-0.23958063220807654,-0.20161185854361974,0,53.872,0.0417910447761194,0.5707399999999999,0.0,1
-0.5878741355576644,0.5399262517738314,-1.3670890150219834,-0.17556976467503574,0,417.26599999999996,0.027796610169491524,0.70342,0.0,1
-0.5517626029823359,-1.1990146596835096,-0.5013884154843793,-0.13734936425008168,0,536.8632,0.034657039711191336,0.77918,0.02,1
1.0068822604272176,0.3874312998243262,-0.5278568107254283,-0.1881079886252042,0,873.2475,0.04067796610169491,0.93954,0.0,1
-1.0415665465551531,-1.052568707703859,-1.2061664906294138,-0.13734936425008168,0,312.1248,0.02892857142857143,0.67694,0.02,1
-0.8730438172611353,2.2863054529039175,-0.7231901371152318,1.059005447939748,0,98.0469,0.04219269102990033,0.84832,0.0,0
0.21901256541911843,1.09811178538153,0.3202067865950497,-0.12730263975771894,0,69.86009999999999,0.03214285714285715,0.7902399999999999,0.02,0
-0.7513290472591407,-0.859266401918195,0.6493617642614471,-0.0775635003044392,0,877.6717,0.034657039711191336,0.92146,0.02,1
0.2350097176463113,-0.9549929008010359,-0.5770105959995863,-0.16861785602382987,0,749.3907,0.3460207612456747,1.75642,0.02,1
